Institution,Year,Sentence_Cleaned,Sentence_Number
120s_NorthCarolinaStateUniversity_IPPolicy,2003,"Commercial research or development includes, but is not limited to, research sponsored by a commercial entity, research obligated to a commercial entity, and/or research on behalf of a commercial entity.",77
120s_NorthCarolinaStateUniversity_IPPolicy,2003,"However, inventors may continue to use the released invention for non-commercial research, educational, or teaching purposes of the University.",78
120s_NorthCarolinaStateUniversity_IPPolicy,2003,"New invention(s) resulting from any such research, educational, or teaching uses of the released invention must be disclosed to the University in accordance with these Procedures.",79
120s_NorthCarolinaStateUniversity_IPPolicy,2003,Potential conflicts of interest that may arise from an inventor?€?s use of the released invention(s) must be promptly disclosed by the inventor(s) to the appropriate department head(s) and deans for evaluation and management.,80
120s_NorthCarolinaStateUniversity_IPPolicy,2003,"In those cases in which the University is managing an invention without obligation to any sponsors, it will notify the inventors of any decision to cease its efforts to commercialize the invention, thus permitting the inventors to request the release of the University?€?s rights in the invention.",81
120s_NorthCarolinaStateUniversity_IPPolicy,2003,"If no arrangement for commercial development of the invention has been made within three years from the date of the issuance of the patent, the University ordinarily will not continue to support the costs of any patent or patent application based on the invention.",82
120s_NorthCarolinaStateUniversity_IPPolicy,2003,"The Office of Technology Transfer will inform the Intellectual Property Committee of this decision, and unless the Committee recommends otherwise, will, before allowing any patent rights to lapse, offer rights in the invention to the inventor(s) in an agreement as described.",83
120s_NorthCarolinaStateUniversity_IPPolicy,2003,"Inventors may, prior to the three-year post-issuance deadline, request in writing an assignment of the University?€?s rights in an invention on which the inventor is named and for which the University has not made arrangements for commercial development.",84
120s_NorthCarolinaStateUniversity_IPPolicy,2003,The Intellectual Property Committee will promptly either grant the request or advise the inventor of the University's plans for the development of the invention.,85
120s_NorthCarolinaStateUniversity_IPPolicy,2003,"The Office of Technology Transfer, with the concurrence of the Intellectual Property Committee, may elect to continue supporting the cost of developing an invention beyond the three years post-issuance deadline, subject to availability of funds, and provided the Office of Technology Transfer and the Committee believe that such action may ultimately result in identifying a commercialization path for the invention.",86
120s_NorthCarolinaStateUniversity_IPPolicy,2003,NCSU will share with the inventors revenue it receives from inventions.,87
120s_NorthCarolinaStateUniversity_IPPolicy,2003,"As noted in section 3.4, specific provisions of grants or contracts may govern rights and revenue distribution regarding inventions made in connection with sponsored research; consequently, revenues the University receives from such inventions may be exclusive of payments to sponsors or contractors.",88
120s_NorthCarolinaStateUniversity_IPPolicy,2003,The gross revenues generated by an invention and actually received by NCSU is the basis upon which the inventor's share of revenue is calculated.,89
120s_NorthCarolinaStateUniversity_IPPolicy,2003,"The inventor's share of revenue will be determined under Administrative Regulations promulgated by the Chancellor or Chancellor?€?s designee, with the concurrence of the Intellectual Property Committee, and in accordance with applicable NCSU procedures.",90
120s_NorthCarolinaStateUniversity_IPPolicy,2003,In no event may the share payable to the inventor or inventors in the aggregate by NCSU be less than 15% of gross revenue actually received by the University.,91
120s_NorthCarolinaStateUniversity_IPPolicy,2003,"To the extent practicable and consistent with State and University budget policies, the remaining revenue received by the University on account of an invention will first be used to pay for expenses incurred by the University in operating the Office of Technology Transfer or any successor unit, managing the University?€?s intellectual property, evaluating inventions, obtaining and maintaining patents and/or in marketing, licensing, and defending inventions, investing in new intellectual property, and any other expenses required for proper management of the University?€?s intellectual property.",92
120s_NorthCarolinaStateUniversity_IPPolicy,2003,The remainder will be dedicated to research purposes if approved by the Chancellor upon recommendation of the Intellectual Property Committee.,93
120s_NorthCarolinaStateUniversity_IPPolicy,2003,"If an inventor believes that the invention is his or her own property under Section 3.2 of these Procedures, and if the inventor prefers not to assign the rights in the invention to the University, he or she must still disclose the invention, and, in the invention disclosure, request that the Intellectual Property Committee determine the respective rights of the University and the inventor in the invention and must also include information on at least the following points: the circumstances under which the invention was made and developed, the employee's official duties at the time of the making of the invention, the inventor's intention to request an acknowledgment that the University has no claim if such request is deemed appropriate, the extent to which the inventor is willing voluntarily to assign domestic and foreign rights in the invention to the University if it should be determined that an assignment of the invention to the University is not required under the Patent and Copyright Policies, and the inventor's intention to request that the University prepare and file a patent application if it should be determined that an assignment of the invention to the University is not required under the UNC Policy or these Procedures.",94
120s_NorthCarolinaStateUniversity_IPPolicy,2003,North Carolina State University strongly encourages scholarly publication of the results of research by faculty and students.,95
